Service Area,Account Description,Creditor,Transaction Date,JV Reference,JV Date,JV Value
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,15/12/2014,4338,16/01/2015,167.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,15/12/2014,4340,16/01/2015,167.5
Streetscene,Subscriptions,WWW.FINDMYPAST.CO.U,18/12/2014,3998,16/01/2015,9.95
Children's Education & Skills,Travelling Expenses,WWW.FLEETMINICABS.C,11/12/2014,4009,16/01/2015,13.85
Children's Education & Skills,Travelling Expenses,WWW.FLEETMINICABS.C,11/12/2014,4010,16/01/2015,13.85
Children's Education & Skills,Travelling Expenses,WWW.FLEETMINICABS.C,11/12/2014,4011,16/01/2015,13.85
Children's Education & Skills,Travelling Expenses,WWW.FLEETMINICABS.C,11/12/2014,4012,16/01/2015,13.85
Children's Education & Skills,Travelling Expenses,WWW.FLEETMINICABS.C,15/12/2014,4014,16/01/2015,13.85
Children's Education & Skills,Travelling Expenses,WWW.FLEETMINICABS.C,15/12/2014,4015,16/01/2015,13.85
Children's Education & Skills,Travelling Expenses,WWW.FLEETMINICABS.C,19/12/2014,4027,16/01/2015,5.33
Children's Education & Skills,Travelling Expenses,WWW.FLEETMINICABS.C,15/12/2014,4023,16/01/2015,13.85
Children's Education & Skills,Travelling Expenses,WWW.FLEETMINICABS.C,15/12/2014,4022,16/01/2015,13.85
Children's Education & Skills,Travelling Expenses,WWW.FLEETMINICABS.C,15/12/2014,4021,16/01/2015,13.85
Children's Education & Skills,Travelling Expenses,WWW.FLEETMINICABS.C,15/12/2014,4020,16/01/2015,13.85
Children's Education & Skills,Travelling Expenses,WWW.FLEETMINICABS.C,15/12/2014,4019,16/01/2015,13.85
Children's Education & Skills,Travelling Expenses,WWW.FLEETMINICABS.C,15/12/2014,4016,16/01/2015,13.85
Children's Education & Skills,Travelling Expenses,WWW.FLEETMINICABS.C,15/12/2014,4017,16/01/2015,13.85
Children's Education & Skills,Travelling Expenses,WWW.FLEETMINICABS.C,15/12/2014,4018,16/01/2015,13.85
Commissioning,Advertising,WWW.GETTYIMAGES.COM,19/12/2014,4173,16/01/2015,58.25
Children's Family Services,Other Transfer Payments to Soc,WWW.HORNBY.COM,22/12/2014,4212,16/01/2015,70.64
Children's Family Services,Private Contractors - Third Pa,WWW.LONDONSPEAKERHI,15/12/2014,4104,16/01/2015,138
Children's Family Services,Food Costs,WWW.MILKANDMORE.CO.,23/12/2014,4074,16/01/2015,61.6
Children's Service DSG,Equipment and Materials Purcha,WWW.MPDHOOKANDLOOP.,11/12/2014,4351,16/01/2015,128.06
Children's Service DSG,Subscriptions,WWW.PPLUK.COM,03/12/2014,4188,16/01/2015,316.54
Customer Support Group,Training,WWW.PRACADEMY.CO.UK,18/12/2014,4313,16/01/2015,1400
Children's Family Services,Other Transfer Payments to Soc,WWW.QEGSCHOOL.ORG.U,26/12/2014,4083,16/01/2015,21.77
Adults and Communities,Postage,WWW.ROYALMAIL.COM,18/12/2014,4160,16/01/2015,124
Children's Family Services,Other Transfer Payments to Soc,WWW.UCAS.COM,18/12/2014,4065,16/01/2015,23
Commissioning,IT Services,ADOBE SYSTEMS SOFTW,08/01/2015,4553,17/02/2015,114.33
Children's Education & Skills,Equipment and Materials Repair,AFE SERVICELINE,08/01/2015,4375,17/02/2015,239.16
Children's Education & Skills,Equipment and Materials Purcha,ANN ARBOR PUBLISH,08/01/2015,4783,17/02/2015,247.2
Children's Family Services,Equipment and Materials Purcha,ARGOS DIRECT,30/01/2015,4635,17/02/2015,19.99
Children's Family Services,Other Services,ARGOS LTD,26/01/2015,4549,17/02/2015,300
Children's Family Services,Other Transfer Payments to Soc,ARGOS LTD,23/01/2015,4799,17/02/2015,438.32
Children's Family Services,Equipment and Materials Purcha,ARGOS LTD,19/01/2015,4807,17/02/2015,25.62
Children's Family Services,Other Services,ARTSDEPOT,13/01/2015,4800,17/02/2015,70
Children's Family Services,Cleaning and domestic material,ASDA HOME SHOPPING,06/01/2015,4412,17/02/2015,20.2
Children's Family Services,Equipment and Materials Purcha,ASDA HOME SHOPPING,02/02/2015,4458,17/02/2015,15
Children's Family Services,Equipment and Materials Purcha,ASDA HOME SHOPPING,02/02/2015,4457,17/02/2015,92.18
Children's Family Services,Food Costs,ASDA HOME SHOPPING,13/01/2015,4422,17/02/2015,124.87
Children's Family Services,Food Costs,ASDA HOME SHOPPING,06/01/2015,4411,17/02/2015,177.42
Children's Family Services,Food Costs,ASDA HOME SHOPPING,12/01/2015,4418,17/02/2015,67.98
Children's Family Services,Food Costs,ASDA HOME SHOPPING,20/01/2015,4435,17/02/2015,156.85
Children's Family Services,Food Costs,ASDA HOME SHOPPING,26/01/2015,4441,17/02/2015,57.27
Children's Family Services,Food Costs,ASDA HOME SHOPPING,27/01/2015,4450,17/02/2015,133.09
Children's Family Services,Food Costs,ASDA HOME SHOPPING,19/01/2015,4429,17/02/2015,95.79
Children's Family Services,Other Services,ASDA HOME SHOPPING,12/01/2015,4419,17/02/2015,2
Children's Family Services,Other Services,ASDA HOME SHOPPING,13/01/2015,4421,17/02/2015,31.48
Children's Family Services,Other Services,ASDA HOME SHOPPING,27/01/2015,4449,17/02/2015,31.73
Children's Family Services,Other Services,ASDA HOME SHOPPING,26/01/2015,4442,17/02/2015,3.48
Children's Family Services,Other Services,ASDA HOME SHOPPING,20/01/2015,4434,17/02/2015,4.3
Children's Family Services,Other Services,ASDA HOME SHOPPING,19/01/2015,4430,17/02/2015,5.3
Children's Family Services,Food Costs,ASDA SUPERSTORE,22/01/2015,4728,17/02/2015,43.53
Children's Family Services,Food Costs,ASDA SUPERSTORE,08/01/2015,4713,17/02/2015,33.06
Children's Family Services,Food Costs,ASDA SUPERSTORE,15/01/2015,4718,17/02/2015,33.73
Children's Family Services,Food Costs,ASDA SUPERSTORE,26/01/2015,4780,17/02/2015,29.73
Children's Family Services,Other Transfer Payments to Soc,ASDA SUPERSTORE,16/01/2015,4720,17/02/2015,26.83
Children's Family Services,Food Costs,ASDA SUPERSTORE,13/01/2015,4420,17/02/2015,4.98
Children's Family Services,Food Costs,ASDA SUPERSTORE,19/01/2015,4746,17/02/2015,41.01
Children's Family Services,Equipment and Materials Purcha,Amazon EU,08/01/2015,4478,17/02/2015,29.97
Children's Family Services,Stationery,Amazon EU,19/01/2015,4483,17/02/2015,67.99
Children's Family Services,Equipment and Materials Purcha,Amazon EU,15/01/2015,4814,17/02/2015,10.24
Children's Family Services,Books-CDs-Audio-Video,Amazon EU,16/01/2015,4818,17/02/2015,5.12
Children's Family Services,Books-CDs-Audio-Video,Amazon EU,15/01/2015,4815,17/02/2015,5.12
Streetscene,Equipment and Materials Purcha,Amazon EU,15/01/2015,4360,17/02/2015,45.22
Streetscene,Equipment and Materials Purcha,Amazon EU,12/01/2015,4357,17/02/2015,86.42
Children's Family Services,Equipment and Materials Purcha,Amazon EU,15/01/2015,4660,17/02/2015,8.6
Children's Family Services,Equipment and Materials Purcha,Amazon EU,05/01/2015,4636,17/02/2015,18.99
Children's Family Services,Equipment and Materials Purcha,Amazon EU,14/01/2015,4654,17/02/2015,10.8
Children's Family Services,Equipment and Materials Purcha,Amazon EU,14/01/2015,4657,17/02/2015,6.59
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,14/01/2015,4772,17/02/2015,9.65
Children's Family Services,Stationery,Amazon Mktplce EU-U,16/01/2015,4468,17/02/2015,16.99
Children's Family Services,Stationery,Amazon Mktplce EU-U,15/01/2015,4467,17/02/2015,56.64
Children's Family Services,Stationery,Amazon Mktplce EU-U,06/01/2015,4463,17/02/2015,6.76
Children's Family Services,Stationery,Amazon Mktplce EU-U,16/01/2015,4469,17/02/2015,16.99
Children's Family Services,Stationery,Amazon Mktplce EU-U,19/01/2015,4471,17/02/2015,32.63
Children's Family Services,Stationery,Amazon Mktplce EU-U,19/01/2015,4470,17/02/2015,29.06
Children's Family Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,26/01/2015,4485,17/02/2015,13.99
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,06/01/2015,4459,17/02/2015,6.49
Children's Family Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,15/01/2015,4816,17/02/2015,77.88
Children's Family Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,26/01/2015,4733,17/02/2015,10.71
Children's Family Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,20/01/2015,4727,17/02/2015,35.8
Children's Family Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,23/01/2015,4729,17/02/2015,39.9
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,14/01/2015,4813,17/02/2015,12.81
Children's Family Services,Other Transfer Payments to Soc,Amazon Mktplce EU-U,06/01/2015,4613,17/02/2015,14.99
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,21/01/2015,4754,17/02/2015,45.8
Children's Family Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,16/01/2015,4567,17/02/2015,132.44
Streetscene,Equipment and Materials Purcha,Amazon Mktplce EU-U,16/01/2015,4361,17/02/2015,46.73
Adults and Communities,Books-CDs-Audio-Video,Amazon Mktplce EU-U,14/01/2015,4575,17/02/2015,47.43
Adults and Communities,Books-CDs-Audio-Video,Amazon Mktplce EU-U,12/01/2015,4574,17/02/2015,18.67
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,16/01/2015,4662,17/02/2015,11.7
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,15/01/2015,4661,17/02/2015,19.96
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,19/01/2015,4663,17/02/2015,18.2
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,14/01/2015,4658,17/02/2015,23.98
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,14/01/2015,4656,17/02/2015,42.02
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,14/01/2015,4655,17/02/2015,7.62
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,14/01/2015,4653,17/02/2015,45.2
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,14/01/2015,4652,17/02/2015,24.94
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,14/01/2015,4651,17/02/2015,13.98
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,14/01/2015,4650,17/02/2015,39.56
Streetscene,Equipment and Materials Purcha,Amazon Mktplce EU-U,12/01/2015,4359,17/02/2015,99.9
Streetscene,Equipment and Materials Purcha,Amazon Mktplce EU-U,12/01/2015,4356,17/02/2015,15.99
Streetscene,Equipment and Materials Purcha,Amazon Mktplce EU-U,12/01/2015,4358,17/02/2015,36.25
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,09/01/2015,4737,17/02/2015,18.9
Assurance,Books-CDs-Audio-Video,Amazon Svcs EuropeS,29/01/2015,4789,17/02/2015,27.9
Children's Family Services,Equipment and Materials Purcha,Amazon Svcs EuropeS,27/01/2015,4488,17/02/2015,25.74
Children's Family Services,Equipment and Materials Purcha,Amazon Svcs EuropeS,26/01/2015,4486,17/02/2015,14.29
Children's Family Services,Equipment and Materials Purcha,Amazon Svcs EuropeS,30/01/2015,4489,17/02/2015,95.94
Children's Family Services,Equipment and Materials Purcha,Amazon Svcs EuropeS,27/01/2015,4448,17/02/2015,8.28
Children's Family Services,Other Services,Amazon Svcs EuropeS,28/01/2015,4451,17/02/2015,7.36
Children's Family Services,Books-CDs-Audio-Video,Amazon Svcs EuropeS,29/01/2015,4700,17/02/2015,11.28
Children's Family Services,Books-CDs-Audio-Video,Amazon Svcs EuropeS,29/01/2015,4701,17/02/2015,25.98
Children's Family Services,Books-CDs-Audio-Video,Amazon Svcs EuropeS,02/02/2015,4703,17/02/2015,18.57
Children's Family Services,Books-CDs-Audio-Video,Amazon Svcs EuropeS,28/01/2015,4673,17/02/2015,103.38
Children's Family Services,Books-CDs-Audio-Video,Amazon Svcs EuropeS,29/01/2015,4699,17/02/2015,10.99
Children's Family Services,Equipment and Materials Purcha,Amazon UK Marketpla,28/01/2015,4672,17/02/2015,19.9
Children's Family Services,Equipment and Materials Purcha,Amazon UK Retail,29/01/2015,4702,17/02/2015,5.68
Children's Family Services,Equipment and Materials Purcha,Amazon UK Retail,28/01/2015,4671,17/02/2015,68.25
Children's Family Services,Books-CDs-Audio-Video,Amazon UK Retail,02/02/2015,4708,17/02/2015,312.48
Children's Family Services,Building Repairs & Maintenance,B  Q,07/01/2015,4642,17/02/2015,2.52
Children's Family Services,Building Repairs & Maintenance,B  Q,29/01/2015,4694,17/02/2015,3.73
Children's Family Services,Building Repairs & Maintenance,B  Q,29/01/2015,4692,17/02/2015,1.54
Children's Family Services,Building Repairs & Maintenance,B  Q,29/01/2015,4690,17/02/2015,2.57
Children's Family Services,Building Repairs & Maintenance,B  Q,29/01/2015,4688,17/02/2015,1.84
Children's Family Services,Building Repairs & Maintenance,B  Q,29/01/2015,4686,17/02/2015,2.24
Children's Family Services,Building Repairs & Maintenance,B  Q,29/01/2015,4684,17/02/2015,3.34
Children's Family Services,Building Repairs & Maintenance,B  Q,29/01/2015,4682,17/02/2015,6.6
Children's Family Services,Building Repairs & Maintenance,B  Q,29/01/2015,4680,17/02/2015,21.67
Children's Family Services,Building Repairs & Maintenance,B  Q,29/01/2015,4678,17/02/2015,12.49
Children's Family Services,Building Repairs & Maintenance,B  Q,29/01/2015,4676,17/02/2015,21.67
Children's Family Services,Building Repairs & Maintenance,B  Q,23/01/2015,4667,17/02/2015,5.83
Children's Family Services,Building Repairs & Maintenance,B  Q,07/01/2015,4638,17/02/2015,2.52
Children's Family Services,Building Repairs & Maintenance,B  Q,07/01/2015,4640,17/02/2015,2.52
Children's Family Services,Building Repairs & Maintenance,B  Q,29/01/2015,4696,17/02/2015,2.65
Children's Family Services,Building Repairs & Maintenance,B  Q,07/01/2015,4644,17/02/2015,1.67
Children's Family Services,Building Repairs & Maintenance,B  Q,07/01/2015,4646,17/02/2015,1.67
Children's Family Services,Building Repairs & Maintenance,B  Q,23/01/2015,4665,17/02/2015,16.68
Children's Family Services,Other Services,B  Q,12/01/2015,4605,17/02/2015,3.28
Children's Family Services,Other Services,B  Q,12/01/2015,4603,17/02/2015,3.29
Children's Family Services,Other Services,B  Q,12/01/2015,4601,17/02/2015,3.29
Children's Family Services,Other Services,B  Q,12/01/2015,4599,17/02/2015,3.3
Children's Family Services,Other Services,B  Q,12/01/2015,4597,17/02/2015,3.3
Children's Family Services,Other Services,B  Q,12/01/2015,4583,17/02/2015,2.51
Children's Family Services,Other Services,B  Q,12/01/2015,4593,17/02/2015,3.3
Children's Family Services,Other Services,B  Q,12/01/2015,4591,17/02/2015,3.3
Children's Family Services,Other Services,B  Q,12/01/2015,4589,17/02/2015,3.3
Children's Family Services,Other Services,B  Q,12/01/2015,4587,17/02/2015,3.3
Children's Family Services,Other Services,B  Q,12/01/2015,4585,17/02/2015,3.3
Children's Family Services,Other Services,B  Q,12/01/2015,4595,17/02/2015,3.3
Children's Family Services,Equipment and Materials Purcha,BARTLETTS KEY SERVI,07/01/2015,4464,17/02/2015,36.22
Children's Family Services,Private Contractors - Third Pa,BBC TOURS,23/01/2015,4664,17/02/2015,122
Children's Family Services,Other Services,BIG YELLOW SELF STO,19/01/2015,4806,17/02/2015,223.6
Children's Family Services,Other Services,BLACKS,07/01/2015,4581,17/02/2015,600
Children's Family Services,Vehicle Running Costs,BP KELLYS CORNER CO,16/01/2015,4608,17/02/2015,60
Children's Family Services,Travelling Expenses,BP KELLYS CORNER CO,12/01/2015,4607,17/02/2015,30
Children's Family Services,Vehicle Running Costs,BP WATERFALL CONNEC,26/01/2015,4611,17/02/2015,32.33
Children's Family Services,Telephones Calls,BT BILL PAYMENT 1,13/01/2015,4805,17/02/2015,92.45
Children's Family Services,Food Costs,CATERING-,06/01/2015,4710,17/02/2015,55.9
Children's Education & Skills,Equipment and Materials Purcha,CE-CES LTD,13/01/2015,4393,17/02/2015,500
Children's Family Services,Postage,CHIPPING B 1347,16/01/2015,4491,17/02/2015,18.6
Children's Family Services,Food Costs,CO-OP GROUP FOOD,30/01/2015,4571,17/02/2015,4.98
Commissioning,Subsistence,COSTA COFFEE,23/01/2015,4501,17/02/2015,3.3
Commissioning,Subsistence,COSTA COFFEE,02/01/2015,4824,17/02/2015,2.95
Children's Family Services,Subsistence,COSTA COFFEE,21/01/2015,4539,17/02/2015,6.5
Children's Family Services,Equipment and Materials Purcha,CURRYS,08/01/2015,4555,17/02/2015,66.66
Children's Family Services,Food Costs, COSTCUTTER,02/01/2015,4823,17/02/2015,7.75
Children's Family Services,Other Transfer Payments to Soc, H HARIA CHEMIST,16/01/2015,4410,17/02/2015,7.99
Children's Family Services,Food Costs, TESCO PFS 2473,05/01/2015,4407,17/02/2015,19.1
Children's Family Services,Food Costs, TESCO PFS 2473,02/01/2015,4822,17/02/2015,19.15
Children's Family Services,Equipment and Materials Purcha, THE CURTAIN FACTORY,13/01/2015,4408,17/02/2015,82.2
Children's Family Services,Equipment and Materials Purcha, WAITROSE 215,13/01/2015,4409,17/02/2015,7.87
Children's Family Services,Food Costs,DOMINOS PIZZA (BARN,16/01/2015,4565,17/02/2015,29.98
Children's Family Services,Food Costs,DOMINOS PIZZA (BARN,30/01/2015,4570,17/02/2015,45.47
Children's Family Services,Food Costs,DOMINOS PIZZA (BARN,26/01/2015,4568,17/02/2015,59.94
Children's Family Services,Other Energy,EDF ENERGY-IVR,29/01/2015,4494,17/02/2015,269.93
Children's Family Services,Building Repairs & Maintenance,EMPRESS BUILDING C,26/01/2015,4474,17/02/2015,24
Children's Family Services,Travelling Expenses,EXCEL LONDON,26/01/2015,4669,17/02/2015,15
Children's Education & Skills,Cleaning and domestic material,FIRSTCHOICE CATERIN,15/01/2015,4510,17/02/2015,319.2
Children's Family Services,Equipment and Materials Purcha,FLEX-E-VOUCHERS,26/01/2015,4493,17/02/2015,133.99
Children's Family Services,Miscellaneous Expenses,GRO HM PASSPORT OFF,15/01/2015,4762,17/02/2015,23.4
Children's Family Services,Miscellaneous Expenses,GRO HM PASSPORT OFF,22/01/2015,4763,17/02/2015,23.4
Children's Family Services,Miscellaneous Expenses,GRO HM PASSPORT OFF,13/01/2015,4760,17/02/2015,23.4
Adults and Communities,Legal and Court Fees,GRO HM PASSPORT OFF,13/01/2015,4767,17/02/2015,23.4
Children's Family Services,Private Contractors - Third Pa,H A S CONSULTANTS,14/01/2015,4649,17/02/2015,206.83
Children's Family Services,Equipment and Materials Purcha,HCC-CASHIERS,16/01/2015,4481,17/02/2015,126.3
Children's Family Services,Stationery,HCC-CASHIERS,08/01/2015,4803,17/02/2015,13.89
Customer Support Group,Legal and Court Fees,HMCOURTS-SERVICE.G,09/01/2015,4773,17/02/2015,390
Customer Support Group,Legal and Court Fees,HMCOURTS-SERVICE.G,22/01/2015,4779,17/02/2015,408
Customer Support Group,Legal and Court Fees,HMCOURTS-SERVICE.G,20/01/2015,4778,17/02/2015,50
Customer Support Group,Legal and Court Fees,HMCOURTS-SERVICE.G,20/01/2015,4777,17/02/2015,55
Customer Support Group,Legal and Court Fees,HMCOURTS-SERVICE.G,20/01/2015,4774,17/02/2015,4752
Customer Support Group,Legal and Court Fees,HMCOURTS-SERVICE.G,20/01/2015,4775,17/02/2015,2640
